conversation_id,comment_number,comment,response
9,71,"Yeah, that serves a kind of if they're, I guess, uh, - if you sentence someone to life, life is only forty-nine years, something like that.","Yeah, I, -"
9,72,"Yeah, I, -","And I guess you're eligible after twenty-seven for parole, even though you're in for life."
9,73,"And I guess you're eligible after twenty-seven for parole, even though you're in for life.","Yeah, and sometimes those people are, are young enough, they can still get out and cause a lot of trouble."
9,74,"Yeah, and sometimes those people are, are young enough, they can still get out and cause a lot of trouble.","Yeah, although I guess it's, you, you want them to rehabilitate and become better rather than sitting in there and being a drain all the time."
9,75,"Yeah, although I guess it's, you, you want them to rehabilitate and become better rather than sitting in there and being a drain all the time.","Yeah, I don't believe that very often happens."
9,76,"Yeah, I don't believe that very often happens.","No. Because uh, inside the jail there, I don't think there's no real rehabilitation."
9,77,"No. Because uh, inside the jail there, I don't think there's no real rehabilitation.","I don't think so either. In fact, I think they end up worse, because the conditions are so bad."
9,78,"I don't think so either. In fact, I think they end up worse, because the conditions are so bad.","Yeah, it's another war zone."
9,79,"Yeah, it's another war zone.",Yeah.
9,80,Yeah.,"But, who knows."
9,81,"But, who knows.","I think, I think maybe they ought to just be punished with some, some kind of real punishment, like hard labor for a shorter length of time, you know."
9,82,"I think, I think maybe they ought to just be punished with some, some kind of real punishment, like hard labor for a shorter length of time, you know.","I agree, get them out there,"
9,83,"I agree, get them out there,","Actually make them do something that's not pleasant and do it and get it over with and get back in the, you know, world and not spend so much time sitting around, letting the bad influences of the other ones rub off on them, and, -"
9,84,"Actually make them do something that's not pleasant and do it and get it over with and get back in the, you know, world and not spend so much time sitting around, letting the bad influences of the other ones rub off on them, and, -","Sure, they should have them go out and doing stuff."
9,85,"Sure, they should have them go out and doing stuff.",Yeah.
9,86,Yeah.,"Cleaning up, or picking up dirt, or weeds, or who knows what. Something for the, for the state, since the state is paying for them, they should get some kind of, kind of work out of them."
9,87,"Cleaning up, or picking up dirt, or weeds, or who knows what. Something for the, for the state, since the state is paying for them, they should get some kind of, kind of work out of them.",Yeah. Something besides license plates and tiddlywinks.
9,88,Yeah. Something besides license plates and tiddlywinks.,Exactly.
9,89,Exactly.,Yeah.
9,90,Yeah.,Trading their lives for cigarettes --
9,91,Trading their lives for cigarettes --,Yeah.
9,92,Yeah.,-- those kinds of things. Well good.
9,93,-- those kinds of things. Well good.,"Well, I think that covers it."
9,94,"Well, I think that covers it.",I think so.
9,95,I think so.,Nice talking to you.
9,96,Nice talking to you.,Nice talking to you also.
9,97,Nice talking to you also.,Bye.
9,98,Bye.,Have a wonderful Easter.
9,99,Have a wonderful Easter.,"You, too."
9,100,"You, too.",Bye.
9,101,Bye.,Bye.
10,2,"All righty. So, uh, do you think Russia's still a threat?","Well, I guess I'm maybe naive, but I never did feel that Russia was a big threat to us."
10,3,"Well, I guess I'm maybe naive, but I never did feel that Russia was a big threat to us.",There you go <TV>.
10,4,There you go <TV>.,"I mean, obviously there's <talking> the, the, the possibility of, or, was the possibility of war, uh, but, I somehow think that war is one of those things that maybe is inevitable, but, uh, I don't look at it as a threat in the same sense that, that I think this question was meant. What about you?"
10,5,"I mean, obviously there's <talking> the, the, the possibility of, or, was the possibility of war, uh, but, I somehow think that war is one of those things that maybe is inevitable, but, uh, I don't look at it as a threat in the same sense that, that I think this question was meant. What about you?","Well, I think, - h-, have you ever read the book NINETEEN EIGHTY-FOUR?"
10,6,"Well, I think, - h-, have you ever read the book NINETEEN EIGHTY-FOUR?",Yes.
10,7,Yes.,"Okay, you know, like, how, uh, these two, there was like three continents that were always fighting with each other --"
10,8,"Okay, you know, like, how, uh, these two, there was like three continents that were always fighting with each other --",Uh-huh.
10,9,Uh-huh.,"-- right, and you could picture it as being Russia versus the U S --"
10,10,"-- right, and you could picture it as being Russia versus the U S --",Right.
10,11,Right.,"-- d-, during the whole time and what they would do is they would get their prisoners and kill them as soon as they got them because the people there could realize that they were the same as, as themselves, you know, the prisoners of wars were, were the same as the people living in that country."
10,12,"-- d-, during the whole time and what they would do is they would get their prisoners and kill them as soon as they got them because the people there could realize that they were the same as, as themselves, you know, the prisoners of wars were, were the same as the people living in that country.",Right.
10,13,Right.,"And you didn't want that to happen. And to me, it had always been that way. I mean what happens is, you have a government, right, and this government controls everything, right --"
10,14,"And you didn't want that to happen. And to me, it had always been that way. I mean what happens is, you have a government, right, and this government controls everything, right --",Yeah.
10,15,Yeah.,-- and then you have the people inhabiting the country and these people have nothing to do with the government itself.
10,16,-- and then you have the people inhabiting the country and these people have nothing to do with the government itself.,Right.
10,17,Right.,And these people are the same as you are.
10,18,And these people are the same as you are.,Right.
10,19,Right.,"And what goes on is that every time somebody attacks a country, supposedly U S or Russia attacks a country, it's not going to be within the borders of the U S or Russia itself. Like I was telling people, I'm really mad because the whole thing in the Middle East this was going on. In Lith-, in Lithuania, they, they were announced to be a separate country. But, yet, the, the government that's in Moscow told its army to go in there and get those people and the U. S. didn't go in there and try to save those people."
10,20,"And what goes on is that every time somebody attacks a country, supposedly U S or Russia attacks a country, it's not going to be within the borders of the U S or Russia itself. Like I was telling people, I'm really mad because the whole thing in the Middle East this was going on. In Lith-, in Lithuania, they, they were announced to be a separate country. But, yet, the, the government that's in Moscow told its army to go in there and get those people and the U. S. didn't go in there and try to save those people.",Right.
